cunia,diaro
vãrtosunjiipsiti,vărtosuńiipsiti
vãrtosus,vărtosus
vãrtosuti,vărtosuti
vãrtsã,vărță
vãrtsãli,vărțăli
vãrtusami,vărtusami
vãrtushamea,vărtușamea
vãrtusheamea,vărtușeamea
vãsiie,văsiie
vãsiii,văsiii
vãsiillei,văsiillei
vãsilfurã,văsilfură
vãsili,văsili
vãsilia-nicuchirã,văsilia-nicuchiră
vãsilia-nicukirã,văsilia-nicukiră
vãsiliacã,văsiliacă
vãsiliaiarapoi,văsiliaiarapoi
vãsilie-ngrãpsi,văsilie-ngrăpsi
vãsiliea,văsiliea
vãsiliee,văsiliee
vãsiliejulamilas-fatsi,văsiliejulamilas-fați
vãsilietru,văsilietru
vãsiliiacãtsarã,văsiliiacățară
vãsiliiljeilocalitatea,văsiliiľeilocalitatea
vãsiliille,văsiliille
vãsiliillei',văsiliillei'
vãsiliiloruteritoriilor,văsiliiloruteritoriilor
vãsilikeshtsi,văsilikeșți
vãsilikeshtsã,văsilikeșță
vãsililloru,văsililloru
vãsille-cilimeanu,văsille-cilimeanu
vãsillead̦,văsillead̦
vãsillead̦li,văsillead̦li
vãsillead̦lli,văsillead̦lli
vãsillead̦loru,văsillead̦loru
vãsilleantsã,văsilleanță
vãsillele,văsillele
vãsillentsã,văsillență
vãsilleu,văsilleu
vãsilleui,văsilleui
vãsilloanea,văsilloanea
vãsiloan'ea,văsiloan'ea
vãsiloane,văsiloane
vãsiloanea,văsiloanea
vãsiloanillei,văsiloanillei
vãsiloanje,văsiloańe
vãsiloanjea,văsiloańea
vãsiloanjea-a,văsiloańea-a
vãsiloanjili,văsiloańili
vãsiloanjillei,văsiloańillei
vãsilonea,văsilonea
vãsilonjea,văsilońea
vãssilii,văssilii
vãsãlie,văsălie
vãsãliillei,văsăliillei
vãtamã,vătamă
vãtoasã,vătoasă
vãts,văț
vãturlie,văturlie
vãtushamea,vătușamea
vãtãmarea-a,vătămarea-a
vãtãmareamurirea,vătămareamurirea
vãtãmata,vătămata
vãtãmãtoru,vătămătoru
vãtãshoiu,vătășoiu
vãvaia,văvaia
vãzut,văzut
vãzute,văzute
vãzutã,văzută
wagnerianã,wagneriană
weberd̦ãse,weberd̦âse
xana-aflarã,xana-aflară
xana-nv'iead̦ã,xana-nv'iead̦â
xana-ãnv'iat,xana-înv'iat
xanabanatã,xanabanată
xanadratã,xanadrată
xanadrãm,xanadrăm
xanaedituã,xanaedituâ
xanaflãm,xanaflăm
xanaghivãsiti,xanaghivăsiti
xanagiungã,xanagiungă
xanainterd̦ãs,xanainterd̦âs
xanaistorisitã,xanaistorisită
xanaleptsã,xanalepțâ
xanaminduiascã,xanaminduiască
xanamintatã,xanamintatâ
xanamintã,xanamintă
xanamintãmu,xanamintămu
xanancupãrã,xanancupără
xanangrãpseascã,xanangrăpsească
xananyearã,xananyeară
xananyeatã,xananyeată
xanapirmituseascã,xanapirmitusească
xanapãzãrãpseari,xanapăzărăpseari
xanaturnãm,xanaturnăm
xanavinirã,xanavinirâ
xanazugrãpseari,xanazugrâpseari
xanaãnsuflitsãre,xanaânsuflițâre
xanaãnsuflitsãtã,xanaânsuflițâtă
xanaãnv'ead̦ã,xanaânv'ead̦ă
xanaãnyead̦ãvrearea,xanaânyead̦âvrearea
xeanimisumoartã,xeanimisumoartâ
xeanish-fãrã,xeaniș-fără
xenofobã,xenofobă
xenãtate,xenătate
xerileiseatsetãlei,xerileiseațetălei
xiinãtati,xiinătati
xinitipsirã,xinitipsirâ
xinãtatiljei,xinâtatiľei
xinãtateatea,xinătateatea
xinãtateorganizead̦ã,xinătateorganizead̦ă
xinãtatilei,xinătatilei
xistatã,xistată
xitãxindalui,xitâxindalui
xitãsitorlu,xităsitorlu
xiãtati,xiâtati
y,y
yacã,yacâ
yalicheascã,yalicheascâ
yatirsã,yatirsâ
yatsã-ashi,yațâ-ași
yatsãli,yațâli
yatsãrljii,yațârľii
yeatrã,yeatră
yeatsãri,yeațâri
yeatsãrii,yeațârii
yeatsãrilor,yeațârilor
yeatsãrljii,yeațârľii
yeatsãrili,yeațărili
yeatãrlli,yeatărlli
yetãyani,yetăyani
yiatsrãlli,yiațrâlli
yiatsrãlor,yiațrâlor
yiatsrãloru,yiațrâloru
yiatsã,yiațâ
yiatsãrilli,yiațârilli
yiatsãrlji,yiațârľi
yiatsãrlli,yiațârlli
yiis-amintã,yiis-amintă
yiish-nã,yiiș-nâ
yilipseascã,yilipsească
yilipsirã,yilipsiră
yilispsirã,yilispsiră
yilãtsli,yilâțli
yimãrciun,yimârciun
yineacãndu,yineacându
yiniitoarãljei,yiniitoarâľei
yinishi-cãndu,yiniși-cându
yinitoaridupã,yinitoaridupă
yinitoarãljei,yinitoarâľei
yinitoarãli,yinitoarâli
yinitorudupã,yinitorudupă
yinituunãpoliticã,yinituunâpolitică
yinãrii,yinârii
yinãtorlui,yinâtorlui
yirmanicheascã,yirmanicheascâ
yiscãnd,yiscând
yisi-ngrupatinãdiili,yisi-ngrupatinădiili
yismaciunicãn'iljiintrã,yismaciunicân'iľiintră
yismãciunieastidi,yismâciunieastidi
yismãciunishi,yismâciuniși
yismãciunj,yismâciuń
yismãciunjixvi-a,yismâciuńixvi-a
yismãrciun,yismârciun
yismãciuni-brumaru,yismăciuni-brumaru
yismãciunie,yismăciunie
yismãciunji,yismăciuńi
yitripsirã,yitripsiră
yitsrãiomlu,yițrâiomlu
yitsrãllea,yițrâllea
yitsrãlli,yițrâlli
yitsrãmi,yițrâmi
yitsãl,yițăl
yitãcãruna,yităcăruna
yiudimã,yiudimă
yiurtusearifurã,yiurtusearifurâ
yiurtuseascã,yiurtuseascâ
yiustusitã,yiustusită
yiutusirã,yiutusiră
yixitã,yixitâ
yizmãciunji,yizmâciuńi
yizmãrciun,yizmârciun
yizmãciun,yizmăciun
ymedicinã,ymedicină
yraficã,yraficâ
yramãghramã,yramâghramâ
yrãmusteanjlji,yrâmusteańľi
yrãmustenjloru,yrâmusteńloru
ysmãrciun,ysmârciun
yumãrãts,yumârâț
yumãrãtsli,yumârâțli
yumãrãtslu,yumârâțlu
yumãrãtsluu,yumârâțluu
yurtusearãljei,yurtusearâľei
yurtusirã,yurtusirâ
yurtusitã,yurtusitâ
z-yinã,z-yină
zacuscã,zacuscă
zaharoasã,zaharoasă
zahmetsãle,zahmețâle
zahãr,zahăr
zahãri,zahări
zahãrillei,zahărillei
zarãlje,zarâľe
zarã,zară
zboairã,zboairâ
zboaravã,zboaravă
zboaretsãni-ts,zboarețâni-ț
zboarã-cljeaie,zboarâ-cľeaie
zboarã-lji,zboarâ-ľi
zboarãli-a,zboarâli-a
zboarãlje,zboarâľe
zboarãlorsuspiciuni,zboarâlorsuspiciuni
zboarãmasi,zboarâmasi
zboarãmãnãstirea,zboarâmânăstirea
zboarãreghionalizarea,zboarâreghionalizarea
zboarãtsi,zboarâți
zboarãashe,zboarăașe
zboarãcãndu,zboarăcăndu
zboarãlimacedonean,zboarălimacedonean
zboarãnãsh,zboarănăș
zboarãtuti,zboarătuti
zborãle,zborâle
zboãrãli,zboârâli
zbrã,zbră
zbuarascã,zbuarască
zbuarscã,zbuarscă
zbuciumatãljei,zbuciumatâľei
zbuciumatã,zbuciumată
zbuld̦ãri,zbuld̦âri
zburascãva,zburascăva
zburatã,zburată
zburrãtã,zburrâtâ
zburãda,zburâda
zburãdiscutãa,zburâdiscutăa
zburãi,zburâi
zburãiu,zburâiu
zburãnda-lã,zburânda-lâ
zburãndaei,zburândaei
zburãndalui,zburândalui
zburãre,zburâre
zburãta,zburâta
zburãtat,zburâtat
zburãteabordate,zburâteabordate
zburãtela,zburâtela
zburãtili,zburâtili
zburãtlu,zburâtlu
zburãtlui,zburâtlui
zburãtoari,zburâtoari
zburãtoma,zburâtoma
zburãtorilor,zburâtorilor
zburãtorljii,zburâtorľii
zburãtsã,zburâțâ
zburãtãdoi,zburâtâdoi
zburãtãljei,zburâtâľei
zburãtãabordata,zburâtăabordata
zburãtãti,zburâtăti
zburãdcu,zburădcu
zburãescu,zburăescu
zburãri,zburări
zburãrili,zburărili
zburãsc,zburăsc
zburãsci,zburăsci
zburãshti,zburăști
zburãshtinu-ashi,zburăștinu-ași
zburãtor,zburător
zburãtoru,zburătoru
zbuãsc,zbuăsc
zbuãti,zbuăti
zbuãtu,zbuătu
zbã,zbâ
zbãtea,zbătea
zdrulã,zdrulă
zdruminarã,zdruminarâ
zdruminã,zdrumină
zdruminãc,zdruminăc
zdruntsinarã,zdrunținară
zdruntsinatã,zdrunținată
zdruntsinã,zdrunțină
zdruntsinãri,zdrunținări
zdupunãm,zdupunăm
zd̦ãli,zd̦ăli
zd̦ãritã,zd̦ărită
zeelandã,zeelandă
zeelandã-honduras,zeelandă-honduras
zeitãts,zeităț
zelenskish-apãrã,zelenskiș-apără
zelenskitrã,zelenskitră
zfurã,zfură
zghileascã,zghilească
zghirã,zghiră
zgileashtiiaralantsãs-sãlãghescututspriminivreas-mi-acatsã,zgileaștiiaralanțâs-sâlâghescutuțpriminivreas-mi-acațâ
zgrumã,zgrumâ
zgrãmati,zgrâmati
zgãrmati,zgârmati
ziafetsãle,ziafețâle
ziarishtsãljii,ziarișțâľii
ziaristicãlei,ziaristicâlei
ziaristã,ziaristă
zicescoalã-te,zicescoală-te
zicã,zică
zicãveadi,zicăveadi
zidãriei,zidăriei
zighã,zighă
zigãlei,zigâlei
zilipsitã,zilipsitâ
zilnicã,zilnică
zim'iseascã,zim'isească
zim'isirã,zim'isiră
zimtsuitecã,zimțuitecă
ziyãllei,ziyăllei
zmuticã,zmutică
zn'iimeteorologicã,zn'iimeteorologicâ
zn'iipsirã,zn'iipsiră
zniipsitã,zniipsită
znjiipseascã,zńiipsească
znjiipsitã,zńiipsită
znjiseascã,zńiseascâ
znjisitã,zńisitâ
znoiascã,znoiască
znoirã,znoiră
znuirã,znuiră
znuitã,znuită
znuitãtruaist,znuitătruaist
znãipsiti,znâipsiti
zoarã,zoarâ
zoarãle,zoarâle
zoitsã,zoiță
zonabalcanicã,zonabalcanică
zonalã,zonală
zonãlei,zonâlei
zonãllee,zonăllee
zonãllei,zonăllei
zonãlleiari,zonălleiari
zoologicã,zoologică
zoricãljei,zoricăľei
zorilã,zorilă
ztrãxeari,ztrăxeari
zughrãpseashte,zughrâpseaște
zugrãpsea,zugrâpsea
zugrãpsinda,zugrâpsinda
zugrãpsindalui,zugrâpsindalui
zugrãpsit,zugrâpsit
zugrãpsitãscãntiljed̦,zugrâpsitâscântiľed̦
zugrãpsearea,zugrăpsearea
zugrãpseashte,zugrăpseaște
zugrãpsiriljei,zugrăpsiriľei
zugrãvit,zugrăvit
zugãpsitã,zugăpsitâ
zuleatsã,zuleață
zurascã,zurascâ
zurbãlãchea,zurbâlâchea
zurbãlãchi,zurbâlâchi
zurbãlãchiljei,zurbâlâchiľei
zurbãlãkea,zurbâlâkea
zurbãlãkilor,zurbâlâkilor
zurgãlãi,zurgălăi
zurleascã,zurlească
zurãlãchea,zurâlâchea
zurãm,zurâm
zuyrãpsearea,zuyrâpsearea
zuyrãpsearea-a,zuyrâpsearea-a
zuyrãpseasti,zuyrâpseasti
zuyrãpserli,zuyrâpserli
zuyrãpsinda,zuyrâpsinda
zuyrãpsirea,zuyrâpsirea
zuyrãpsiti,zuyrâpsiti
zuyrãpseri,zuyrăpseri
zuyrãpsi,zuyrăpsi
zuyrãpsii,zuyrăpsii
zuyrãpsiiu,zuyrăpsiiu
zuyrãpsimu,zuyrăpsimu
zuyrãpsindalui,zuyrăpsindalui
zuyrãpsitoru,zuyrăpsitoru
zuyãpsescu,zuyăpsescu
zvilupatã,zvilupată
zvimtã,zvimtă
zvoarãli,zvoarâli
zãcardea,zâcardea
zãcardi,zâcardi
zãmanea,zâmanea
zãmbeste,zâmbeste
zãmãratã,zâmâratâ
zãnateaprofesia,zânateaprofesia
zãnatiljei,zânatiľei
zãnats,zânaț
zãnatsãle,zânațâle
zãndane,zândane
zãnelor,zânelor
zãnets,zâneț
zãngheile,zângheile
zãnãn'i,zânăn'i
zãnãtsi,zânăți
zãnãtsle,zânățle
zãnãtsãile,zânățâile
zãnãtsãle,zânățâle
zãnãtsãlor,zânățâlor
zãradea,zâradea
zãrbã,zârbă
zãrcadea,zârcadea
zãrcadã,zârcadâ
zãrcardili,zârcardili
zãrlãtitsi,zârlâtiți
zãrtina,zârtina
zãrtsin'i,zârțin'i
zãrtsin'ili,zârțin'ili
zãrtsina,zârțina
zãrtsinjloru,zârțińloru
zãrusitã,zârusitâ
zãtatea,zâtatea
zãvale,zâvale
zã,ză
zãcea,zăcea
zãcãminte,zăcăminte
zãcãmãntul,zăcământul
zãganu,zăganu
zãganului,zăganului
zãlog,zălog
zãlum'i,zălum'i
zãmanetu,zămanetu
zãnatillei,zănatillei
zãndãnji,zăndăńi
zãpada,zăpada
zãrconea,zărconea
zãrconji,zărcońi
zãrconjili,zărcońili
zãrcãd̦,zărcăd̦
zãrnescu,zărnescu
zãrneshti,zărnești
zãrneshti-piatra,zărnești-piatra
zãrneshtile,zărneștile
zãrneshtiului,zărneștiului
zãrnoianu,zărnoianu
zãrzãvãts,zărzăvăț
zňiipseascã,zňiipsească
zňiipsirã,zňiipsirâ
zǹiipsitã,zǹiipsită
~nhiintsatã,~nhiințatâ
·aromãnii,·aromânii
ã-lji,î-ľi
ã-n'i,î-n'i
ãintsi,îinți
ãlj-ari,îľ-ari
ãljii,îľii
ãlloi,îlloi
ãm,îm
ãmarea,îmarea
ãmprumutu,împrumutu
ãmpãrtsãnda-si,împârțânda-si
ãn',în'
ãn'ii,în'ii
ãnca,înca
ãncaci,încaci
ãncapi,încapi
ãncheari,încheari
ãnchidicãri,închidicări
ãnchisearea,închisearea
ãnchiseashti,închiseaști
ãnchisimu,închisimu
ãnchisit,închisit
ãncllidearea,încllidearea
ãncrunat,încrunat
ãncurpillirea,încurpillirea
ãncurunar,încurunar
ãncãrligatshadi,încârligatșadi
ãncãrcati,încărcati
ãndisaticu,îndisaticu
ãndreptru,îndreptru
ãndreputul,îndreputul
ãndruparã,îndruparâ
ãndrupatã,îndrupatâ
ãnd̦area,înd̦area
ãnd̦id̦lli,înd̦id̦lli
ãnd̦id̦ãrã,înd̦id̦ârâ
ãnghiosu,înghiosu
ãngljite,îngľite
ãngllitsati,îngllițati
ãngrupat,îngrupat
ãngrupati,îngrupati
ãngrãpsea,îngrâpsea
ãngrãpsescu,îngrâpsescu
ãngrãpsi,îngrâpsi
ãngãsãi,îngâsâi
ãnj,îń
ãnreghistrad̦ãtu,înreghistrad̦âtu
ãnreghistratu,înreghistratu
ãnregistarat,înregistarat
ãnsoarã,însoară
ãntru-mãnji,întru-mâńi
ãnturtseasca,înturțeasca
ãnturusimmiletsle,înturusimmilețle
ãntãn'ia,întân'ia
ãnvet,învet
ãnvitarã,învitară
ãnvitat,învitat
ãnvitatiljii,învitatiľii
ãnvitatsloru,învitațloru
ãnvitsatslji,învițațľi
ãnvitsãmu,învițămu
ãnvãrtushami,învârtușami
ãnvãrtushamillei,învârtușamillei
ãnvãrtusharea,învârtușarea
ãnvãrtushari,învârtușari
ãnvãrtushati,învârtușati
ãnvãrtushead̦ã,învârtușead̦ă
ãnvãrtushearea,învârtușearea
ãnvãrtusheari,învârtușeari
ãnyead̦ã,înyead̦â
ãnyeari,înyeari
ãnyecu,înyecu
ãnyiad̦ã,înyiad̦â
ãnyis,înyis
ãnyrãpsea,înyrăpsea
ãnyrãpsearea,înyrăpsearea
ãnyrãpseasti,înyrăpseasti
ãnyrãpsiti,înyrăpsiti
ãnysili,înysili
ãrad̦,îrad̦
ãreghistrat,îreghistrat
ãrmãnipsearea,îrmânipsearea
ãrmãnãnda,îrmânânda
ãroshe,îroșe
ãsoie,îsoie
ã'mi,î'mi
ãacatsã,îacață
ãca,îca
ãccj,îccj
ãcheadicã,îcheadică
ãdoauã,îdoauă
ãen,îen
ãh,îh
ãhr,îhr
ãi'i,îi'i
ãi-alasã,îi-alasâ
ãi-aspusi,îi-aspusi
ãi-luarã,îi-luarâ
ãii,îii
ãlju,îľu
ãllli,îllli
ãm',îm'
ãm'i,îm'i
ãm'iplac,îm'iplac
ãm-priatinire,îm-priatinire
ãmbarcari,îmbarcari
ãmbarcats,îmbarcaț
ãmbarcatsi,îmbarcați
ãmbaãrtitead̦a,îmbaărtitead̦a
ãmbinate,îmbinate
ãmbinãm,îmbinăm
ãmbitrãneascã,îmbitrâneascâ
ãmbitrãnescu,îmbitrânescu
ãmbitrãniriljei,îmbitrâniriľei
ãmbitrãnits,îmbitrâniț
ãmbogãtsea,îmbogățea
ãmbogãtseascã,îmbogățească
ãmbogãtseashtearhundipseashte,îmbogățeaștearhundipseaște
ãmbogãtsesc,îmbogățesc
ãmbogãtsescu,îmbogățescu
ãmbogãtsi,îmbogăți
ãmbogãtsim,îmbogățim
ãmbogãtsirea,îmbogățirea
ãmbogãtsit,îmbogățit
ãmbogãtsitoare,îmbogățitoare
ãmbogãtsits,îmbogățiț
ãmbogãtsitã,îmbogățită
ãmbolnãviri,îmbolnăviri
ãmbolnãvirile,îmbolnăvirile
ãmbratsã,îmbrațâ
ãmbrãcari,îmbrăcari
ãmbrãcãminte,îmbrăcăminte
ãmbrãtsitarã,îmbrățitară
ãmbrãtsitats,îmbrățitaț
ãmbrãtsitead̦ã,îmbrățitead̦â
ãmbrãtsãtarã,îmbrățâtară
ãmbrãtsãtead̦ã,îmbrățâtead̦â
ãmbrãtsãted̦u,îmbrățâted̦u
ãmbrãtsãtãm,îmbrățâtăm
ãmbubuchiseascã,îmbubuchisească
ãmbucurãtoaretrã,îmbucurătoaretră
ãmbucurãtor,îmbucurător
ãmbugãtsescu,îmbugățescu
ãmbugãtsire,îmbugățire
ãmbugãtsirea,îmbugățirea
ãmbuinãtãtsit,îmbuinătățit
ãmbunãtatsitulu,îmbunătațitulu
ãmbunãtãts,îmbunătăț
ãmbunãtãtsarea,îmbunătățarea
ãmbunãtãtseascã,îmbunătățească
ãmbunãtãtseashte,îmbunătățeaște
ãmbunãtãtsescu,îmbunătățescu
ãmbunãtãtsi,îmbunătăți
ãmbunãtãtsifeatse,îmbunătățifeațe
ãmbunãtãtsire,îmbunătățire
ãmbunãtãtsirea,îmbunătățirea
ãmbunãtãtsiri,îmbunătățiri
ãmbunãtãtsiriljei,îmbunătățiriľei
ãmbunãtãtsit,îmbunătățit
ãmbunãtãtsite,îmbunătățite
ãmbunãtãtsitã,îmbunătățită
ãmbunãtãtsãrea,îmbunătățârea
ãmbãrtitam,îmbărtitam
ãmbãrtitead̦ã,îmbărtitead̦ă
ãmbãrtsitat,îmbărțitat
ãmbãrtsitatã,îmbărțitată
ãmbãrtsitead̦ã,îmbărțitead̦ă
ãmbãtrãnirea,îmbătrânirea
ãmcheadicã,îmcheadică
ãmcrãncena,îmcrâncena
ãmi,îmi
ãmpachetãri,împachetări
ãmpachetãrile,împachetările
ãmpade,împade
ãmparmut,împarmut
ãmparmutului,împarmutului
ãmparmuturi,împarmuturi
ãmparmuturlor,împarmuturlor
ãmparmutã,împarmută
ãmparte,împarte
ãmparti-le,împarti-le
ãmpartsãlãcãrma,împarțâlâcârma
ãmpartu,împartu
ãmpartã,împartă
ãmpilteashte,împilteaște
ãmpiltescu,împiltescu
ãmpiltinda,împiltinda
ãmpiltire,împiltire
ãmpiltirea,împiltirea
ãmpiltiti,împiltiti
ãmpirãteasamirãroan'ea,împirăteasamirăroan'ea
ãmpleteascã,împletească
ãmpletite,împletite
ãmpletits,împletiț
ãmpletitura,împletitura
ãmpletituri,împletituri
ãmplin'escu,împlin'escu
ãmplin'i,împlin'i
ãmplina,împlina
ãmpline,împline
ãmplinea,împlinea
ãmplineasca,împlineasca
ãmplineascai,împlineascai
ãmplineascã,împlinească
ãmplineashte,împlineaște
ãmplinesc,împlinesc
ãmplinescu,împlinescu
ãmplineshte,împlinește
ãmplinii,împlinii
ãmplininda,împlininda
ãmplinire,împlinire
ãmplinirea,împlinirea
ãmplinirefatsire,împlinirefațire
ãmplinireii,împlinireii
ãmplinirii,împlinirii
ãmplinirilei,împlinirilei
ãmpliniriljei,împliniriľei
ãmplinirã,împliniră
ãmplinit,împlinit
ãmplinite,împlinite
ãmplinitsã-vã,împlinițâ-vă
ãmplinu,împlinu
ãmpliteashte,împliteaște
ãmplitite,împlitite
ãmpotriva,împotriva
ãmpreuna,împreuna
ãmpreunãdeadun,împreunădeadun
ãmpriunã,împriună
ãmprostu,împrostu
ãmprtsarea,împrțarea
ãmprumut,împrumut
ãmprumuta,împrumuta
ãmprumutatssocrate,împrumutațsocrate
ãmprumutatã,împrumutată
ãmprumutlu,împrumutlu
ãmprumutlui,împrumutlui
ãmprumutul,împrumutul
ãmprumutulu,împrumutulu
ãmprumutului,împrumutului
ãmprumuturile,împrumuturile
ãmprumuturilor,împrumuturilor
ãmprumuturli,împrumuturli
ãmprumuturlor,împrumuturlor
ãmpruspitãm,împruspităm
ãmprustarea,împrustarea
ãmprustari,împrustari
ãmprustarii,împrustarii
ãmprustariscãparea,împrustariscâparea
ãmprustarãljei,împrustarâľei
ãmprustat,împrustat
ãmprustati,împrustati
ãmprustearea,împrustearea
ãmprusttarea,împrusttarea
ãmprustãri,împrustări
ãmprustãrli,împrustărli
ãmprutarea,împrutarea
ãmpsutarea,împsutarea
ãmpushcareacui,împușcareacui
ãmpushcari,împușcari
ãmpushcat,împușcat
ãmpushcate,împușcate
ãmpushcats,împușcaț
ãmpushcau,împușcau
ãmpushcã,împușcă
ãmpushte,împuște
ãmpãrmuturli,împârmuturli
ãmpãrmutã,împârmută
ãmpãciuire,împăciuire
ãmpãdurirea,împădurirea
ãmpãdurirea-a,împădurirea-a
ãmpãdurirearea,împădurirearea
ãmpãdurite,împădurite
ãmpãduritã,împădurită
ãmpãmuturi,împămuturi
ãmpãmuturli,împămuturli
ãmpãmãntenire,împământenire
ãmpãmãntenite,împământenite
ãmpãratlu,împăratlu
ãmpãratul,împăratul
ãmpãrmutati,împărmutati
ãmpãrmutu,împărmutu
ãmpãrmutului,împărmutului
ãmpãrmuturile,împărmuturile
ãmpãrtsarea,împărțarea
ãmpãrtsariljei,împărțariľei
ãmpãrtsãm,împărțâm
ãmpãrtsãre,împărțâre
ãmpãrtsãrea,împărțârea
ãmpãrtsãrã,împărțâră
ãmpãrtsãte,împărțâte
ãmpãrtãsheascã,împărtășească
ãmpãrtãshescuãmpartu,împărtășescuîmpartu
ãmpãrtãshire,împărtășire
ãmpãrtãshirea,împărtășirea
ãmpãrtãshite,împărtășite
ãmpãrtãshitsiãmpãrtsãts,împărtășițiîmpărțâț
ãmpãrtãshitã,împărtășită
ãmpãrãteasa,împărăteasa
ãmpãrãteasãlei,împărăteasâlei
ãmpãrãtsia,împărăția
ãmpãtimitcu,împătimitcu
ãmshat,îmșat
ãmshati,îmșati
ãmshatili,îmșatili
ãmshats,îmșaț
ãmshatã,îmșatâ
ãmsheat,îmșeat
ãmsheatili,îmșeatili
ãmsheatã,îmșeatâ
ãmtimiljiati,îmtimiľiati
ãmvescu,îmvescu
ãmviscuta,îmviscuta
ãmvopsite,îmvopsite
ãmvopsitã,îmvopsită
ãn-cãlar,în-călar
ãn-tru,în-tru
ãnaduã,înaduâ
ãnaintam,înaintam
ãnaintashilji,înaintașiľi
ãnaintashilor,înaintașilor
ãnaintate,înaintate
ãnaintatã,înaintată
ãnainte,înainte
ãnaintea,înaintea
ãnalta,înalta
ãnalte,înalte
ãnaltei,înaltei
ãnaltsi,înalți
ãnaltsã,înalțâ
ãnaltul,înaltul
ãnaltului,înaltului
ãnaltã,înaltă
ãnanintaslji,înanintasľi
ãnapoi,înapoi
ãnapoiari,înapoiari
ãnarmat,înarmat
ãnarmats,înarmaț
ãnarmead̦ã,înarmead̦ă
ãnarmed̦,înarmed̦
ãnarmãrilor,înarmărilor
ãnarãits,înarâiț
ãnc'nta,înc'nta
ãnc-o,înc-o
ãncadadrarea,încadadrarea
ãncadrare,încadrare
ãncadrarea,încadrarea
ãncadrarã,încadrară
ãncadrat,încadrat
ãncadrats,încadraț
ãncadratã,încadrată
ãncadread̦ã,încadread̦ă
ãncadreaza,încadreaza
ãncadreazã,încadrează
ãncadrãm,încadrăm
ãncadrãri,încadrări
ãncalcã,încalcă
ãncap,încap
ãncape,încape
ãncapã,încapă
ãncarantinã,încarantină
ãncarca,încarca
ãncarcerare,încarcerare
ãncarcerats,încarceraț
ãncarcã,încarcă
ãncarfesit,încarfesit
ãncarfesits,încarfesiț
ãncasate,încasate
ãncased̦u,încased̦u
ãncastrat,încastrat
ãncasã,încasă
ãncasãri,încasări
ãncasãrile,încasările
ãncasãrili,încasărili
ãncasãrilor,încasărilor
ãncasãrli,încasărli
ãnceapã,înceapă
ãncearcã,încearcă
ãncep,încep
ãncepe,începe
ãnceput,început
ãnceputarhiusitã,începutarhiusită
ãnceputulu,începutulu
ãnceputurile,începuturile
ãncepãnd,începând
ãncepãtoridi,începătoridi
ãncercare,încercare
ãncercarea,încercarea
ãncercari,încercari
ãncercat,încercat
ãncercãnd,încercând
ãncheadica,încheadica
ãncheadicã,încheadică
ãncheia,încheia
ãncheiat,încheiat
ãnchidica,închidica
ãnchidicare,închidicare
ãnchidicarea,închidicarea
ãnchidicarã,închidicară
ãnchidicats,închidicaț
ãnchidicãm,închidicăm
ãnchiedicatã,închiedicată
ãnchiedicã,închiedică
